name,genre,released,score,star,country,budget,gross,star2,star3
The Devil Wears Prada,Comedy,"June 30, 2006 (United States)",6.9,Anne Hathaway,United States,35000000,326706115,Christian Bale,George Clooney
Casino Royale,Action,"November 17, 2006 (United States)",8.0,Daniel Craig,United Kingdom,150000000,616502912,Leonardo DiCaprio,Hugh Jackman
Pan's Labyrinth,Drama,"January 19, 2007 (United States)",8.2,Ivana Baquero,Spain,19000000,83850267,George Clooney,Brad Pitt
Pirates of the Caribbean: Dead Man's Chest,Action,"July 7, 2006 (United States)",7.3,Johnny Depp,United States,225000000,1066179747,Benedict Cumberbatch,Leonardo DiCaprio
Apocalypto,Action,"December 8, 2006 (United States)",7.8,Gerardo Taracena,United States,40000000,120673227,Javier Bardem,Christian Bale
She's the Man,Comedy,"March 17, 2006 (United States)",6.3,Amanda Bynes,United States,20000000,57194667,Denzel Washington,Rachel McAdams
Little Children,Drama,"February 9, 2007 (United States)",7.5,Kate Winslet,United States,26000000,14821658,Scarlett Johansson,Marion Cotillard
Children of Men,Adventure,"January 5, 2007 (United States)",7.9,Julianne Moore,United States,76000000,70595464,Tilda Swinton,Lupita Nyong'o
The Da Vinci Code,Mystery,"May 19, 2006 (United States)",6.6,Tom Hanks,United States,125000000,760006945,Daniel Day-Lewis,Jake Gyllenhaal
The Pursuit of Happyness,Biography,"December 15, 2006 (United States)",8.0,Will Smith,United States,55000000,307127625,Scarlett Johansson,Charlize Theron
Little Miss Sunshine,Comedy,"August 18, 2006 (United States)",7.8,Steve Carell,United States,8000000,101058954,Emily Blunt,Javier Bardem
The Last King of Scotland,Biography,"January 19, 2007 (United States)",7.7,James McAvoy,United Kingdom,6000000,48618191,Christian Bale,Hugh Jackman
Blood Diamond,Adventure,"December 8, 2006 (United States)",8.0,Leonardo DiCaprio,United States,100000000,171720398,Morgan Freeman,Scarlett Johansson
The Lives of Others,Drama,"March 30, 2007 (United States)",8.4,Ulrich Mühe,Germany,2000000,77356942,Kate Winslet,Nicole Kidman
Night at the Museum,Adventure,"December 22, 2006 (United States)",6.4,Ben Stiller,United States,110000000,574481229,Denzel Washington,Marion Cotillard
Mission: Impossible III,Action,"May 5, 2006 (United States)",6.9,Tom Cruise,United States,150000000,398479497,Chris Evans,Meryl Streep
Marie Antoinette,Biography,"October 20, 2006 (United States)",6.5,Kirsten Dunst,United States,40000000,60917189,Sandra Bullock,Rachel McAdams
Inside Man,Crime,"March 24, 2006 (United States)",7.6,Denzel Washington,United States,45000000,186003591,Sandra Bullock,Marion Cotillard
Running Scared,Action,"February 24, 2006 (United States)",7.3,Paul Walker,Germany,15000000,9380029,Amy Adams,Ryan Gosling
Accepted,Comedy,"August 18, 2006 (United States)",6.4,Justin Long,United States,23000000,38623262,Brad Pitt,Viola Davis
Superman Returns,Action,"June 28, 2006 (United States)",6.0,Brandon Routh,United States,270000000,391081192,Charlize Theron,Joaquin Phoenix
Slither,Comedy,"March 31, 2006 (United States)",6.5,Nathan Fillion,Canada,15000000,12834936,Natalie Portman,Viola Davis
Nacho Libre,Comedy,"June 16, 2006 (United States)",5.8,Jack Black,United States,35000000,99255460,Will Smith,Jennifer Lawrence
The Covenant,Action,"September 8, 2006 (United States)",5.3,Steven Strait,United States,20000000,37598767,Julia Roberts,Ryan Gosling
The Hills Have Eyes,Horror,"March 10, 2006 (United States)",6.4,Ted Levine,United States,15000000,70009308,Jake Gyllenhaal,Marion Cotillard
The Fountain,Drama,"November 22, 2006 (United States)",7.2,Hugh Jackman,Canada,35000000,16468343,Scarlett Johansson,Javier Bardem
X-Men: the Last Stand,Action,"May 26, 2006 (United States)",6.7,Patrick Stewart,United States,210000000,460435291,Ryan Gosling,Octavia Spencer
Underworld: Evolution,Action,"January 20, 2006 (United States)",6.7,Kate Beckinsale,United States,50000000,111476513,Michael Fassbender,Mark Ruffalo
Click,Comedy,"June 23, 2006 (United States)",6.4,Adam Sandler,United States,82500000,240685326,Cate Blanchett,Lupita Nyong'o
The Holiday,Comedy,"December 8, 2006 (United States)",6.9,Kate Winslet,United States,85000000,205850134,Angelina Jolie,Charlize Theron
Silent Hill,Horror,"April 21, 2006 (United States)",6.5,Radha Mitchell,Canada,50000000,100605135,Mark Ruffalo,Mark Ruffalo
Basic Instinct 2,Drama,"March 31, 2006 (United States)",4.3,Sharon Stone,United Kingdom,70000000,38629478,Morgan Freeman,Saoirse Ronan
The Black Dahlia,Crime,"September 15, 2006 (United States)",5.6,Josh Hartnett,United States,50000000,49332692,George Clooney,Nicole Kidman
Perfume: The Story of a Murderer,Crime,"January 5, 2007 (United States)",7.5,Ben Whishaw,Germany,60000000,135039924,Jake Gyllenhaal,Viola Davis
Lucky Number Slevin,Crime,"April 7, 2006 (United States)",7.7,Josh Hartnett,United States,27000000,56308881,Matt Damon,Saoirse Ronan
Smokin' Aces,Action,"January 26, 2007 (United States)",6.7,Jeremy Piven,United Kingdom,17000000,57232879,Octavia Spencer,Angelina Jolie
Deja Vu,Action,"November 22, 2006 (United States)",7.0,Denzel Washington,United States,75000000,180557550,Octavia Spencer,Benedict Cumberbatch
RV,Adventure,"April 28, 2006 (United States)",5.5,Robin Williams,United Kingdom,50000000,87528173,Johnny Depp,Jennifer Lawrence
Tenacious D in the Pick of Destiny,Adventure,"November 22, 2006 (United States)",6.8,Jack Black,United States,20000000,13939963,Nicole Kidman,Anne Hathaway
Black Book,Drama,"May 18, 2007 (United States)",7.7,Carice van Houten,Netherlands,21000000,26768563,Helen Mirren,Denzel Washington
Step Up,Crime,"August 11, 2006 (United States)",6.5,Channing Tatum,United States,12000000,114197742,Benedict Cumberbatch,Robert De Niro
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,"November 3, 2006 (United States)",7.3,Sacha Baron Cohen,United States,18000000,262552893,George Clooney,Hugh Jackman
Snakes on a Plane,Action,"August 18, 2006 (United States)",5.4,Samuel L. Jackson,United States,33000000,62022014,Hugh Jackman,Helen Mirren
Lady in the Water,Drama,"July 21, 2006 (United States)",5.5,Paul Giamatti,United States,70000000,72785169,Emily Blunt,Rachel McAdams
Crank,Action,"September 1, 2006 (United States)",6.9,Jason Statham,United States,12000000,42931041,Jake Gyllenhaal,Idris Elba
The Illusionist,Drama,"September 1, 2006 (United States)",7.6,Edward Norton,United States,16500000,87892388,Jennifer Lawrence,Johnny Depp
Over the Hedge,Animation,"May 19, 2006 (United States)",6.7,Bruce Willis,United States,80000000,339795890,Meryl Streep,Michael Fassbender
Final Destination 3,Horror,"February 10, 2006 (United States)",5.8,Mary Elizabeth Winstead,United States,25000000,118890272,Rachel McAdams,Brad Pitt
Stranger Than Fiction,Comedy,"November 10, 2006 (United States)",7.5,Will Ferrell,United States,30000000,53653224,Jennifer Aniston,Will Smith
Aquamarine,Comedy,"March 3, 2006 (United States)",5.4,Emma Roberts,United States,12000000,22989957,Kate Winslet,Morgan Freeman
Scary Movie 4,Comedy,"April 14, 2006 (United States)",5.1,Anna Faris,United States,45000000,178262620,Nicole Kidman,Nicole Kidman
The Fall,Adventure,"May 30, 2008 (United States)",7.9,Lee Pace,United States,30000000,3669465,Kate Winslet,Sandra Bullock
John Tucker Must Die,Comedy,"July 28, 2006 (United States)",5.8,Jesse Metcalfe,United States,18000000,68844775,Cate Blanchett,Tom Hanks
The Good Shepherd,Drama,"December 22, 2006 (United States)",6.7,Matt Damon,United States,110000000,100266865,Emily Blunt,Idris Elba
Rocky Balboa,Action,"December 20, 2006 (United States)",7.1,Sylvester Stallone,United States,24000000,155929020,Emily Blunt,Jennifer Lawrence
Eragon,Action,"December 15, 2006 (United States)",5.1,Ed Speleers,United States,100000000,250425512,Helen Mirren,Julia Roberts
Dreamgirls,Drama,"December 25, 2006 (United States)",6.5,Beyoncé,United States,70000000,155430335,Hugh Jackman,Charlize Theron
Babel,Drama,"November 10, 2006 (United States)",7.4,Brad Pitt,United States,25000000,135330182,Nicole Kidman,Idris Elba
A Good Year,Comedy,"November 10, 2006 (United States)",7.0,Russell Crowe,United States,35000000,42269923,Julia Roberts,Sandra Bullock
Miami Vice,Action,"July 28, 2006 (United States)",6.0,Colin Farrell,Germany,135000000,163794509,Mark Ruffalo,Javier Bardem
Saw III,Crime,"October 27, 2006 (United States)",6.2,Tobin Bell,Canada,10000000,164874275,Rachel McAdams,Helen Mirren
Happy Feet,Animation,"November 17, 2006 (United States)",6.4,Elijah Wood,United States,100000000,384336108,Octavia Spencer,Colin Firth
The Texas Chainsaw Massacre: the Beginning,Horror,"October 6, 2006 (United States)",5.8,Jordana Brewster,United States,16000000,51764406,Michael Fassbender,Benedict Cumberbatch
Black Snake Moan,Drama,"March 2, 2007 (United States)",6.9,Christina Ricci,United States,15000000,10907485,Michael Fassbender,Jennifer Aniston
Monster House,Animation,"July 21, 2006 (United States)",6.6,Mitchel Musso,United States,75000000,141861243,Joaquin Phoenix,Joaquin Phoenix
Scoop,Comedy,"July 28, 2006 (United States)",6.6,Scarlett Johansson,United Kingdom,17300000,39220946,Jennifer Aniston,Sandra Bullock
World Trade Center,Drama,"August 9, 2006 (United States)",5.9,Nicolas Cage,United States,65000000,163247198,Brad Pitt,Benedict Cumberbatch
Employee of the Month,Comedy,"October 6, 2006 (United States)",5.5,Jessica Simpson,United States,12000000,38395414,Jennifer Lawrence,Helen Mirren
Little Man,Comedy,"July 14, 2006 (United States)",4.5,Shawn Wayans,United States,64000000,104003322,Matt Damon,Julia Roberts
The Benchwarmers,Comedy,"April 7, 2006 (United States)",5.5,David Spade,United States,33000000,64962629,Tilda Swinton,Johnny Depp
Poseidon,Action,"May 12, 2006 (United States)",5.7,Richard Dreyfuss,United States,160000000,181674817,Colin Firth,Tilda Swinton
Flushed Away,Animation,"November 3, 2006 (United States)",6.6,Hugh Jackman,United Kingdom,149000000,178281554,Scarlett Johansson,Daniel Day-Lewis
The Guardian,Action,"September 29, 2006 (United States)",6.9,Kevin Costner,United States,70000000,94973540,Nicole Kidman,Joaquin Phoenix
Rescue Dawn,Action,"July 27, 2007 (United States)",7.3,Christian Bale,United States,10000000,7177143,Charlize Theron,Michael Fassbender
When a Stranger Calls,Horror,"February 3, 2006 (United States)",5.1,Camilla Belle,United States,15000000,67062123,Saoirse Ronan,Marion Cotillard
A Scanner Darkly,Animation,"July 28, 2006 (United States)",7.1,Keanu Reeves,United States,8700000,7659918,Jake Gyllenhaal,Julia Roberts
DOA: Dead or Alive,Action,"June 15, 2007 (United States)",4.8,Jaime Pressly,United Kingdom,21000000,7563172,Anne Hathaway,Will Smith
Shortbus,Comedy,"October 20, 2006 (United States)",6.4,Sook-Yin Lee,United States,2000000,5526675,Nicole Kidman,Samuel L. Jackson
Catch and Release,Comedy,"January 26, 2007 (United States)",6.0,Jennifer Garner,United States,25000000,16162580,Reese Witherspoon,Johnny Depp
The Break-Up,Comedy,"June 2, 2006 (United States)",5.8,Jennifer Aniston,United States,52000000,205668210,Ryan Gosling,Lupita Nyong'o
United 93,Action,"April 28, 2006 (United States)",7.6,David Alan Basche,United States,15000000,76700659,Hugh Jackman,Rachel McAdams
The Pink Panther,Adventure,"February 10, 2006 (United States)",5.7,Steve Martin,United States,80000000,164115897,Brad Pitt,Natalie Portman
Letters from Iwo Jima,Action,"February 2, 2007 (United States)",7.9,Ken Watanabe,United States,19000000,68673228,Scarlett Johansson,Mark Ruffalo
Southland Tales,Comedy,"December 7, 2007 (United Kingdom)",5.4,Dwayne Johnson,France,17000000,374743,Viola Davis,Morgan Freeman
Flags of Our Fathers,Action,"October 20, 2006 (United States)",7.1,Ryan Phillippe,United States,90000000,65900249,Natalie Portman,Charlize Theron
Failure to Launch,Comedy,"March 10, 2006 (United States)",5.6,Matthew McConaughey,United States,50000000,130224158,Robert De Niro,Jennifer Lawrence
Clerks II,Comedy,"July 21, 2006 (United States)",7.3,Brian O'Halloran,United States,5000000,26986174,Mark Ruffalo,Hugh Jackman
16 Blocks,Action,"March 3, 2006 (United States)",6.6,Bruce Willis,United States,52000000,65664721,Idris Elba,Daniel Day-Lewis
My Super Ex-Girlfriend,Comedy,"July 21, 2006 (United States)",5.1,Uma Thurman,United States,30000000,61108981,Daniel Day-Lewis,Julia Roberts
The Lake House,Drama,"June 16, 2006 (United States)",6.8,Keanu Reeves,United States,40000000,114830111,Cate Blanchett,George Clooney
The Wicker Man,Horror,"September 1, 2006 (United States)",3.7,Nicolas Cage,United States,40000000,38805380,Reese Witherspoon,Ryan Gosling
Open Season,Animation,"September 29, 2006 (United States)",6.1,Ashton Kutcher,United States,85000000,200811689,Colin Firth,Samuel L. Jackson
Charlotte's Web,Adventure,"December 15, 2006 (United States)",6.3,Dakota Fanning,United States,85000000,148963822,George Clooney,Colin Firth
The Omen,Action,"June 6, 2006 (United States)",5.5,Liev Schreiber,United States,25000000,119974972,Johnny Depp,Sandra Bullock
Penelope,Comedy,"February 29, 2008 (United States)",6.7,Christina Ricci,United Kingdom,15000000,21156270,Marion Cotillard,Jennifer Aniston
Ice Age: the Meltdown,Animation,"March 31, 2006 (United States)",6.8,Ray Romano,United States,80000000,667094506,Tom Cruise,Leonardo DiCaprio
Beerfest,Comedy,"August 25, 2006 (United States)",6.3,Jay Chandrasekhar,United States,17500000,20387597,Christian Bale,Reese Witherspoon
Stay Alive,Fantasy,"March 24, 2006 (United States)",5.1,Jon Foster,United States,7000000,27298695,Morgan Freeman,Idris Elba
Bug,Drama,"May 25, 2007 (United States)",6.1,Ashley Judd,United States,4000000,8095658,Denzel Washington,George Clooney
Turistas,Horror,"December 1, 2006 (United States)",5.4,Josh Duhamel,United States,10000000,14756513,Kate Winslet,Chris Evans
Notes on a Scandal,Crime,"January 26, 2007 (United States)",7.4,Cate Blanchett,United Kingdom,15000000,49814392,Natalie Portman,Morgan Freeman
"Paris, je t'aime",Comedy,"June 15, 2007 (United States)",7.2,Juliette Binoche,France,13000000,17471727,Rachel McAdams,Reese Witherspoon
Seraphim Falls,Action,"April 13, 2007 (Taiwan)",6.7,Pierce Brosnan,United States,18000000,1220058,Meryl Streep,Sandra Bullock
Invincible,Biography,"August 25, 2006 (United States)",7.1,Mark Wahlberg,United States,40000000,58480828,Cate Blanchett,Saoirse Ronan
Firewall,Action,"February 10, 2006 (United States)",5.8,Harrison Ford,United States,50000000,82751189,Meryl Streep,Octavia Spencer
Hatchet,Comedy,"April 2, 2010 (Italy)",5.7,Kane Hodder,United States,1500000,208550,Emma Stone,Tom Hanks
We Are Marshall,Drama,"December 22, 2006 (United States)",7.1,Matthew McConaughey,United States,65000000,43545364,Johnny Depp,Joaquin Phoenix
Just My Luck,Comedy,"May 12, 2006 (United States)",5.4,Lindsay Lohan,United States,28000000,38159905,Samuel L. Jackson,Charlize Theron
Madea's Family Reunion,Comedy,"February 24, 2006 (United States)",5.3,Tyler Perry,United States,6000000,63368939,Tilda Swinton,Johnny Depp
The Marine,Action,"October 13, 2006 (United States)",4.7,John Cena,United States,20000000,22165608,Emma Stone,Jennifer Lawrence
The Painted Veil,Drama,"January 19, 2007 (United States)",7.5,Naomi Watts,China,19400000,26910847,Benedict Cumberbatch,Johnny Depp
Ultraviolet,Action,"March 3, 2006 (United States)",4.4,Milla Jovovich,United States,30000000,31070211,Samuel L. Jackson,Robert De Niro
Factory Girl,Biography,"February 16, 2007 (United States)",6.4,Sienna Miller,United States,7000000,3572632,Christian Bale,Cate Blanchett
Akeelah and the Bee,Drama,"April 28, 2006 (United States)",7.4,Angela Bassett,United States,8000000,18948425,Kate Winslet,Emily Blunt
Barnyard,Animation,"August 4, 2006 (United States)",5.6,Kevin James,United States,51000000,116755080,Scarlett Johansson,Natalie Portman
Arthur and the Invisibles,Animation,"January 12, 2007 (United States)",6.0,Freddie Highmore,France,86000000,108605609,Jennifer Aniston,Morgan Freeman
Zoom,Action,"August 11, 2006 (United States)",4.4,Tim Allen,United States,35000000,12506362,Leonardo DiCaprio,Saoirse Ronan
Eight Below,Adventure,"February 17, 2006 (United States)",7.3,Paul Walker,United States,40000000,120455994,Charlize Theron,Marion Cotillard
Curse of the Golden Flower,Action,"January 12, 2007 (United States)",7.0,Chow Yun-Fat,Hong Kong,45000000,78568977,Mark Ruffalo,Reese Witherspoon
Date Movie,Comedy,"February 17, 2006 (United States)",2.8,Alyson Hannigan,United States,20000000,85749034,Hugh Jackman,Tom Hanks
Flyboys,Action,"September 22, 2006 (United States)",6.5,James Franco,United Kingdom,60000000,17858059,Robert De Niro,Hugh Jackman
Find Me Guilty,Biography,"March 17, 2006 (United States)",7.0,Vin Diesel,Germany,13000000,2636637,Robert De Niro,Angelina Jolie
"You, Me and Dupree",Comedy,"July 14, 2006 (United States)",5.6,Kate Hudson,United States,54000000,130628903,Cate Blanchett,Ryan Gosling
Curious George,Animation,"February 10, 2006 (United States)",6.5,Will Ferrell,United States,50000000,69865924,Sandra Bullock,Angelina Jolie
Flicka,Adventure,"October 20, 2006 (United States)",6.1,Alison Lohman,United States,15000000,21893591,Daniel Day-Lewis,George Clooney
Black Christmas,Horror,"December 25, 2006 (United States)",4.6,Michelle Trachtenberg,Canada,9000000,21510851,George Clooney,Mark Ruffalo
